GeneID,0h,1.8h,1.8h,1.8h,1.8h,1.8h,1.8h,3.6h,3.6h,3.6h,9.1h,10.9h,10.9h,12.7h,12.7h,14.5h,14.5h,14.5h,21.8h,29.0h,29.0h,29.0h,30.9h,30.9h,30.9h,32.7h,32.7h,41.7h,43.6h,43.6h,43.6h,43.6h,43.6h,52.6h,72.6h,74.4h,79.9h,87.1h,87.1h,87.1h,94.4h,96.2h
BV898_10928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_10929,0,8,11,23,6,5,8,0,4,1,0,28,0,0,3,0,0,4,0,6,1,1,0,0,0,1,0,1,1,9,1,5,3,0,0,17,0,0,15,0,0,0
BV898_10931,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
BV898_10937,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BV898_10940,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,69,56,283,93,14
BV898_10941,6,42,29,54,18,7,100,9,29,22,5,0,4,1,8,11,9,9,3,17,22,16,4,4,8,5,5,3,2,3,3,7,2,0,0,0,18,0,0,0,4,0
BV898_10942,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_10944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,24,37,0
BV898_10945,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,3,11
BV898_10951,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_10952,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
BV898_10957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BV898_10958,0,0,0,5,0,6,28,0,0,1,6,31,0,0,1,15,0,0,2,1,3,3,0,1,1,0,2,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0
BV898_10960,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,15,50,13
BV898_10961,8,13,0,0,0,0,23,0,4,5,14,5,0,0,0,0,5,2,0,3,2,1,1,0,1,0,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0
BV898_10962,69,0,35,115,1,76,54,6,21,21,24,22,5,8,5,30,10,4,8,7,17,5,6,2,7,8,11,13,2,13,10,17,4,0,0,0,0,12,25,0,24,9
BV898_10965,0,5,6,2,0,0,0,1,2,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_10966,9,0,0,0,0,0,0,0,3,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,3,55,24,22,30,73,113,25
BV898_10968,0,12,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_10971,375,134,79,384,146,43,223,12,60,78,153,52,47,8,5,36,6,8,18,85,46,16,2,3,22,3,2,20,12,35,24,50,31,18,0,9,0,19,0,49,122,38
BV898_10972,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,12
BV898_10973,0,10,34,35,0,0,0,1,1,0,0,6,0,0,1,6,0,0,0,2,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
BV898_10974,13,17,28,29,0,7,32,4,2,11,17,12,0,1,0,11,12,3,0,8,3,2,2,0,1,0,0,9,3,7,13,35,14,0,0,0,0,0,21,0,0,1
BV898_10975,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0,0,1,3,2,3,0,2,3,0,0,70,0,0,0,0,0,5
BV898_10976,45,126,50,181,73,51,121,8,34,36,56,6,3,2,9,22,13,7,6,41,22,10,4,2,18,1,0,12,6,17,9,22,9,0,0,0,0,0,0,0,23,11
BV898_10977,23,0,40,10,0,5,22,0,2,3,17,26,2,0,0,3,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BV898_10978,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_10982,3,1,0,6,5,0,27,0,3,5,8,0,0,0,0,1,3,0,2,4,3,1,2,4,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0
BV898_10989,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_10990,0,0,0,1,3,16,8,1,0,4,12,17,0,1,0,0,1,0,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_10992,13,35,23,59,38,8,12,7,11,26,142,31,14,11,18,87,29,14,24,23,16,37,0,4,16,3,13,65,34,74,65,71,43,0,0,0,0,0,0,0,9,0
BV898_10993,0,0,11,53,0,12,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,19
BV898_10994,0,0,0,0,0,0,0,0,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0
BV898_10996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,10,4,0,0,0,0,0,0,0,11,0
BV898_10997,24,21,4,78,0,14,0,5,6,20,33,2,0,2,2,0,17,1,4,8,9,3,2,0,3,1,0,9,2,4,0,2,1,0,0,0,0,0,0,0,0,27
BV898_10998,31,100,174,127,12,67,164,31,57,72,103,182,56,28,24,83,197,15,11,49,34,33,11,15,14,20,20,17,5,4,5,1,2,0,0,0,0,0,0,0,0,0
BV898_11000,110,43,55,110,37,88,294,27,30,84,83,38,10,8,12,23,85,18,14,39,48,19,12,14,23,15,11,33,11,54,12,29,24,0,0,37,0,0,1,23,60,9
BV898_11001,94,49,23,118,0,70,73,17,25,54,71,15,6,1,7,11,65,13,14,44,31,16,1,5,17,3,4,55,18,71,19,56,30,0,0,49,58,0,19,1,78,8
BV898_11002,46,1,20,3,0,25,18,13,10,15,29,8,34,4,9,6,32,3,4,13,18,5,5,3,14,10,12,12,3,16,5,12,12,26,0,0,0,0,0,0,0,0
BV898_11003,5,0,121,23,34,41,37,6,8,18,20,8,15,0,5,1,0,2,1,5,4,3,0,0,7,2,1,2,0,2,3,3,1,0,0,0,0,0,0,0,0,0
BV898_11009,11,0,14,8,0,0,7,0,0,0,0,3,1,2,4,11,103,5,10,0,1,1,0,0,0,1,2,7,4,4,1,12,6,9,0,0,0,0,0,0,0,0
BV898_11010,0,0,0,0,11,15,8,1,0,1,443,2,500,6,44,7,0,0,0,0,11,11,75,68,5,451,58,0,0,0,0,2,0,0,0,0,0,0,0,87,26,10
BV898_11018,152,118,251,220,9,117,244,28,67,97,134,3,19,3,3,17,37,6,6,48,60,17,4,9,24,6,6,14,6,10,8,13,11,0,23,4,12,57,17,0,340,188
BV898_11019,431,451,312,240,209,208,417,73,103,158,583,152,121,12,20,41,395,26,9,88,100,52,34,27,56,33,44,32,26,46,17,32,31,0,0,25,0,14,0,0,16,0
BV898_11020,15,68,106,1,0,0,53,1,1,4,0,0,0,0,1,1,47,1,7,1,3,3,0,0,1,0,0,8,0,6,1,1,5,0,0,0,0,0,0,0,17,53
BV898_11024,493,511,249,871,268,585,601,24,139,173,1064,281,402,25,47,212,747,51,84,149,213,130,32,15,111,18,24,42,21,15,16,11,5,33,0,0,0,0,0,15,48,30
BV898_11025,5,6,16,22,0,19,6,1,6,10,8,1,0,6,3,0,37,1,8,9,5,3,0,1,4,2,0,3,2,4,1,6,3,0,0,0,0,0,0,0,0,0
BV898_11026,31,43,136,44,19,17,95,2,20,39,105,24,35,2,14,58,152,14,7,17,30,11,4,3,11,3,10,17,6,27,7,24,12,0,0,22,0,0,0,17,0,5
BV898_11028,8,14,1,44,0,0,10,1,4,3,2,0,0,0,0,9,3,2,0,1,5,2,0,1,0,0,0,1,2,2,0,4,2,0,0,0,0,0,0,0,3,0
BV898_11029,11,21,14,15,2,19,29,11,9,10,31,8,4,0,11,5,48,2,1,6,6,6,3,3,11,2,6,6,4,3,2,2,2,0,0,0,0,0,0,0,0,0
BV898_11030,341,202,605,231,83,96,395,52,86,120,265,191,125,9,34,67,71,25,18,71,68,46,21,18,48,12,27,32,20,61,32,56,39,26,0,0,0,0,0,0,32,43
BV898_11031,191,109,44,106,7,27,138,20,18,36,0,16,5,2,3,11,6,11,9,14,25,7,5,3,9,6,2,5,6,18,5,6,4,18,0,0,0,0,0,0,0,0
BV898_11032,22,19,13,18,0,0,6,0,3,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,0,0,27,0,0,0,0,0,0
BV898_11033,6,21,0,16,6,0,17,4,12,10,4,0,6,1,2,6,2,2,4,9,2,5,1,0,1,0,2,9,3,4,3,8,5,0,0,0,0,0,16,0,0,0
BV898_11034,0,19,46,17,1,0,48,16,15,17,0,9,140,6,17,66,10,8,11,10,12,18,16,8,14,12,24,24,16,16,6,48,6,31,0,0,0,0,0,42,29,0
BV898_11035,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,15,0,1,0,1,3,0,0,1,1,1,3,9,17,8,25,23,0,0,0,0,0,0,20,21,25
BV898_11036,15,23,16,136,53,5,45,7,14,25,25,0,7,2,21,28,15,2,10,13,16,6,9,2,5,9,7,13,5,18,1,20,10,0,0,0,0,0,0,14,0,0
BV898_11049,6,0,0,0,0,0,58,0,0,0,0,14,0,0,0,0,85,0,0,0,1,0,0,2,0,0,0,5,2,1,0,4,0,0,0,0,11,0,0,0,0,0
BV898_11050,0,10,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,4,0,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0
BV898_11054,24,13,32,20,19,14,102,10,20,26,21,0,0,3,2,26,8,2,2,19,18,8,5,1,6,2,5,5,1,10,0,8,1,0,0,0,0,0,0,0,25,0
BV898_11055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11057,31,37,38,51,0,25,0,3,15,10,72,19,23,1,4,13,33,9,5,7,10,7,6,4,8,5,13,7,6,24,10,18,7,0,0,0,0,0,0,0,10,0
BV898_11058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
BV898_11059,48,39,26,13,0,4,79,2,7,7,1,10,0,0,1,0,6,7,3,9,14,4,1,3,4,1,2,3,3,11,3,0,3,0,0,0,0,0,0,0,14,8
BV898_11060,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,2,1,0,0,0,0,1,5,26,167,66,18,0,0,0,0,0
BV898_11062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,114,100,25,34,0,57,24
BV898_11063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,83,35
BV898_11064,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,63,47,828,299
BV898_11065,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
BV898_11066,11,9,0,5,5,8,9,3,2,8,41,12,0,9,3,4,19,1,4,4,3,1,0,0,3,1,1,7,4,5,9,11,12,0,0,0,0,0,0,0,15,11
BV898_11069,46,37,19,5,0,18,0,5,11,63,39,0,0,4,3,21,0,20,31,12,3,4,2,1,3,0,3,32,24,59,23,43,20,0,0,0,0,0,0,0,7,8
BV898_11070,19,20,0,0,8,20,12,4,2,15,8,5,0,2,5,0,4,1,5,5,9,0,5,5,6,7,8,7,5,9,3,3,4,0,0,21,0,0,0,0,0,0
BV898_11071,72,53,34,108,42,1,103,13,10,17,80,13,9,1,7,0,19,0,2,15,15,3,4,3,3,2,6,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0
BV898_11072,54,62,109,78,2,46,68,2,12,29,55,26,9,4,7,8,68,7,2,21,19,9,0,2,13,0,0,6,6,9,4,5,3,0,0,0,0,0,0,0,0,0
BV898_11073,4,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
BV898_11074,44,23,18,21,14,33,60,12,13,36,55,9,0,1,4,86,7,5,8,14,23,3,11,4,7,10,6,4,4,9,4,14,4,0,0,0,0,0,0,24,0,0
BV898_11075,14,35,67,53,12,14,73,3,9,17,37,13,3,1,1,7,31,1,2,10,16,3,0,0,2,0,2,4,1,7,1,1,1,0,0,0,0,0,0,0,6,10
BV898_11077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11078,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0
BV898_11079,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,7,9,1,3,1,0,0,0,0,0,1,3,7,4,6,6,3,2,0,0,21,0,0,0,0,0,0
BV898_11081,146,144,99,53,318,36,219,60,45,110,29,2,2,5,8,3,33,18,12,35,27,9,32,14,20,19,8,6,2,7,6,14,7,0,0,37,0,0,0,0,57,13
BV898_11082,0,0,41,0,0,2,69,1,4,5,0,2,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,1,2,0,1,3,0,0,17,0,0,0,0,0,0
BV898_11085,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11086,35,38,36,54,8,45,28,0,13,10,37,39,28,3,9,51,161,6,16,12,9,12,0,1,2,0,2,4,2,1,3,2,0,0,0,0,0,0,0,0,0,0
BV898_11087,807,1106,1536,1952,664,910,1486,464,984,1244,2681,2550,1257,577,620,3139,5711,1207,1881,858,1294,906,430,396,713,398,770,572,255,254,174,106,49,0,21,63,0,6,45,41,72,115
BV898_11088,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,24,0,18,0,46,75,20
BV898_11090,29,5,10,6,16,0,21,3,5,1,10,35,19,3,0,0,0,0,0,6,5,4,2,1,4,2,3,4,2,3,2,5,1,0,0,17,0,26,0,0,12,0
BV898_11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,32,0,0,0,15,0,21,6
BV898_11101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,60,15,27,21,27,17,0,0,15,0,0,0,0,0,0
BV898_11102,43,73,34,102,4,51,63,12,20,40,7,27,10,1,1,5,37,7,11,36,24,11,3,3,7,4,5,8,10,17,11,23,23,0,0,0,0,8,0,0,24,0
BV898_11103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,2,0
BV898_11106,4,8,17,2,0,0,0,4,3,4,4,0,0,0,0,0,0,0,0,3,4,1,0,1,1,0,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
BV898_11107,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,62,191,992,158
BV898_11108,0,5,19,7,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,51,165,1412,804
BV898_11109,0,11,32,31,0,1,21,2,10,11,6,0,0,3,0,0,0,0,6,6,4,2,0,0,2,0,0,3,0,3,1,7,0,0,0,0,0,0,17,0,6,0
BV898_11113,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
BV898_11116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0
BV898_11118,14,25,0,6,4,23,62,4,6,6,10,13,11,2,3,6,1,2,2,6,3,3,0,1,3,1,2,7,0,3,3,6,5,0,0,0,0,0,0,0,4,14
BV898_11120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,37,100,55
BV898_11121,620,485,894,266,715,466,777,53,272,262,448,13,175,12,36,132,408,18,38,125,128,46,34,20,46,18,15,52,22,69,36,102,32,0,0,0,0,37,26,45,54,25
BV898_11122,324,420,539,617,169,340,834,79,171,187,434,257,87,18,25,75,431,42,29,144,139,83,17,22,65,17,42,59,59,142,56,142,57,25,0,0,0,0,0,27,201,82
BV898_11123,50,118,74,90,113,18,167,44,33,61,112,57,19,17,33,17,161,42,18,29,30,21,14,12,35,22,31,104,50,171,32,176,46,131,16,19,63,83,80,56,108,40
BV898_11124,187,146,239,209,122,181,490,38,91,87,435,74,53,19,28,75,123,21,28,75,88,51,11,10,25,26,18,46,18,52,19,59,13,0,0,0,0,0,0,0,27,18
BV898_11126,112,96,45,115,8,77,116,27,41,65,59,35,42,2,8,8,71,7,27,44,28,13,8,6,11,5,10,15,6,15,6,22,12,0,0,0,0,0,0,0,12,0
BV898_11127,7,6,31,21,8,17,16,3,4,11,29,7,5,3,9,11,5,2,4,8,7,9,2,6,7,3,6,3,3,2,2,7,1,0,0,0,0,0,0,0,0,0
BV898_11129,9,11,0,8,9,15,7,2,3,10,0,0,42,1,1,0,0,5,3,5,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
BV898_11134,3,0,0,27,0,4,0,5,2,9,0,13,0,0,0,2,0,1,2,2,7,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11140,0,0,18,0,6,0,32,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11141,144,11,72,71,0,11,53,5,19,19,15,0,9,0,3,11,20,1,0,10,14,8,1,3,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11144,8,65,6,21,18,0,54,2,13,13,89,32,80,4,6,47,18,5,1,13,9,9,15,3,5,9,12,7,4,8,5,5,19,37,0,0,0,0,0,0,0,0
BV898_11146,0,0,0,0,0,4,0,2,1,1,15,16,0,0,0,0,4,0,1,1,0,1,0,1,1,3,0,0,0,2,1,2,1,0,0,0,0,0,0,0,22,0
BV898_11147,0,13,6,10,0,0,5,6,4,3,0,0,0,0,0,0,0,1,0,0,5,1,1,0,2,0,0,0,0,2,0,0,2,0,0,0,0,23,0,0,15,15
BV898_11148,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BV898_11151,164,71,373,153,25,179,170,32,58,94,262,84,24,2,6,6,1,6,4,50,41,28,13,4,32,5,10,8,2,11,3,6,1,0,0,0,0,0,0,0,0,0
BV898_11152,45,27,62,38,25,10,175,6,15,19,59,0,0,6,7,16,2,2,2,15,6,8,0,0,8,1,12,8,2,6,2,2,2,0,0,0,0,0,0,0,2,0
BV898_11153,24,16,84,16,1,22,38,1,2,8,0,61,26,0,0,0,13,1,0,8,9,1,0,0,4,0,1,0,0,6,1,3,0,0,0,0,0,19,0,0,5,0
BV898_11154,36,24,156,112,14,90,61,31,37,58,125,4,69,5,17,7,16,46,10,28,15,17,19,22,23,18,37,34,25,29,19,50,18,52,78,59,60,89,105,73,45,24
BV898_11155,3,33,113,41,0,220,190,19,40,46,108,268,111,6,15,113,170,26,12,23,29,17,3,4,21,11,12,38,19,43,15,29,18,0,0,0,0,0,0,0,1,6
BV898_11156,0,0,13,0,11,7,0,0,6,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,2,0,0,1,1,2,2,8,7,0,0,0,0,0,0,0,19,0
BV898_11157,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,13,13,0,0,36,0
BV898_11158,52,24,52,105,84,125,128,41,42,37,162,1426,1139,1747,3421,7294,16164,5419,41,33,15,47,23,85,30,44,121,27,19,32,34,38,41,0,0,0,0,0,0,0,42,9
BV898_11159,19,6,19,54,16,63,24,18,26,5,17,1055,457,1294,923,4142,7274,1520,3,8,10,15,12,41,6,52,107,6,3,7,1,13,5,0,0,0,0,0,0,0,19,2
BV898_11161,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BV898_11162,86,19,45,53,0,12,39,2,22,26,20,34,26,1,7,7,23,5,3,14,5,8,1,0,6,1,2,4,1,8,6,5,4,0,0,0,32,0,0,0,0,0
BV898_11165,28,0,12,0,96,2,0,2,1,9,9,1,0,0,0,0,0,2,2,2,5,0,1,2,0,1,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0
BV898_11166,133,31,56,185,60,76,86,17,39,36,22,76,6,3,7,49,44,4,3,34,30,21,7,16,22,7,12,10,1,7,4,8,6,0,0,0,15,19,0,0,33,0
BV898_11170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0
BV898_11171,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,32,0
BV898_11172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1
BV898_11174,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0
BV898_11176,12,15,9,35,0,1,9,3,2,4,0,22,0,4,0,0,0,1,6,4,1,1,1,0,2,2,0,3,3,2,1,6,1,0,0,0,0,0,0,0,0,0
BV898_11178,90,253,233,205,48,79,220,30,53,62,32,46,22,8,6,60,60,16,5,38,38,24,20,11,23,7,28,15,11,53,20,35,26,0,0,0,0,0,0,0,38,0
BV898_11179,81,35,85,172,15,116,233,3,27,15,83,48,46,3,7,20,1,2,4,24,10,2,4,5,2,1,4,1,0,3,4,8,2,0,0,0,0,0,0,0,11,23
BV898_11180,0,0,0,0,3,0,0,0,0,1,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11183,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
BV898_11185,35,18,82,88,10,86,100,11,40,38,58,7,67,4,7,10,66,4,8,27,5,12,18,10,8,5,8,16,8,10,7,10,6,0,0,0,0,0,0,0,0,0
BV898_11186,129,31,156,58,73,101,108,7,49,45,110,29,23,1,1,27,68,3,5,16,19,13,1,0,20,0,1,5,1,1,2,2,6,0,0,0,0,12,0,0,3,0
BV898_11187,100,108,143,92,84,10,123,27,62,76,56,24,24,0,4,0,91,4,4,33,25,14,11,14,15,6,11,11,6,26,16,23,11,0,0,67,0,0,0,0,10,14
BV898_11188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,25,0
BV898_11189,11,6,19,8,0,1,8,1,1,0,9,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,3,0
BV898_11190,1,1,0,2,0,6,2,2,0,3,23,5,28,76,25,168,655,163,99,5,0,4,0,0,4,2,7,90,29,164,51,260,113,394,50,52,28,12,43,26,191,18
BV898_11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0
BV898_11193,0,0,46,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,6,9,0
BV898_11194,2,0,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,47,8
BV898_11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BV898_11212,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,25,0
BV898_11213,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_11214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,41,35,0
