GeneID,0h,1.8h,1.8h,1.8h,1.8h,1.8h,1.8h,3.6h,3.6h,3.6h,9.1h,10.9h,10.9h,12.7h,12.7h,14.5h,14.5h,14.5h,21.8h,29.0h,29.0h,29.0h,30.9h,30.9h,30.9h,32.7h,32.7h,41.7h,43.6h,43.6h,43.6h,43.6h,43.6h,52.6h,72.6h,74.4h,79.9h,87.1h,87.1h,87.1h,94.4h,96.2h
BV898_00198,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0,23,19,0,0,0,0,0,0
BV898_00199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,61
BV898_00200,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00201,0,4,29,32,2,0,4,3,5,6,0,0,0,1,1,1,12,4,2,6,7,1,5,2,4,2,2,6,2,8,3,1,5,0,0,0,0,0,0,0,0,0
BV898_00202,12,30,16,25,0,17,15,1,12,23,0,0,12,1,0,7,25,5,2,13,13,2,4,5,2,0,6,5,4,9,2,8,2,0,0,0,0,0,0,0,0,0
BV898_00203,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
BV898_00206,22,44,53,146,79,21,146,30,30,57,71,77,30,7,8,3,43,6,4,19,20,6,11,11,17,20,9,6,0,8,1,2,1,0,0,0,0,0,0,0,0,0
BV898_00208,397,129,257,403,284,287,794,64,89,155,323,276,123,15,28,150,268,33,39,65,68,51,8,25,31,37,35,64,31,115,43,84,52,29,12,17,8,0,0,16,90,15
BV898_00209,0,10,0,7,0,0,5,1,1,0,4,0,0,0,0,0,4,0,0,3,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00210,12,3,0,3,0,4,20,1,2,0,6,5,3,0,0,10,4,0,1,4,0,1,0,0,1,0,0,5,0,1,0,2,0,0,0,0,0,0,20,0,7,0
BV898_00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,7,0
BV898_00212,45,43,41,33,1,47,46,16,17,60,101,1,0,1,43,8,176,11,10,22,20,10,10,17,10,12,18,11,13,15,7,33,11,0,0,0,0,0,0,0,10,0
BV898_00213,23,65,54,28,6,8,35,0,6,5,8,0,4,0,1,0,0,1,0,9,3,1,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,6,7
BV898_00214,10,26,41,22,0,10,15,6,11,9,21,0,0,0,0,0,2,1,3,7,4,1,1,2,0,3,3,1,0,1,0,8,1,0,0,0,0,0,0,0,4,0
BV898_00215,20,60,2,38,15,59,27,2,16,8,2,0,8,0,1,0,7,0,1,14,8,2,2,0,2,2,2,1,0,3,1,1,3,0,0,0,0,0,0,0,5,18
BV898_00216,2,54,0,9,0,22,0,0,2,6,0,33,0,1,0,0,110,0,2,1,2,2,4,1,4,7,7,2,0,3,1,4,0,0,0,0,0,0,0,0,7,0
BV898_00217,30,42,72,51,17,75,81,6,40,42,173,97,94,10,14,108,117,20,9,51,50,35,13,13,32,17,17,6,0,4,5,5,0,0,0,0,0,0,0,0,9,12
BV898_00218,2,177,1,0,34,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
BV898_00219,172,38,74,154,93,24,227,16,35,65,102,8,0,2,2,0,52,4,9,31,31,9,1,4,10,3,6,23,9,50,18,41,29,0,0,0,0,0,0,24,25,43
BV898_00224,25,1,5,7,0,0,4,0,1,2,9,0,0,0,0,0,0,0,2,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00225,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,39,16,41,19,44,22,29,24,0,0,0,0,0,0,0
BV898_00226,13,41,0,23,3,57,9,0,14,18,8,1,0,0,0,0,0,0,0,18,13,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,5,1,0,0,0,0,0,0,0,4,0
BV898_00232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,7,1,0,0,0,0,0,0,0,0,0
BV898_00233,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,7,1,0,2,0,0,0,1,0,1,0,1,0,4,0,2,0,0,11,36,54,50,115,367,1466,618
BV898_00234,107,1,61,4,1,40,1,2,14,12,25,77,45,7,8,68,124,9,25,19,13,9,2,8,9,3,7,20,8,17,9,23,5,0,0,0,0,0,0,0,24,29
BV898_00235,14,152,1,1,1,1,7,0,4,2,5,36,14,0,3,116,91,4,7,1,2,2,0,1,0,0,3,1,2,3,3,1,2,0,0,0,0,0,0,0,0,0
BV898_00237,7,7,0,47,0,7,37,3,5,16,0,19,5,2,1,1,0,0,2,12,7,3,0,1,1,4,1,5,1,5,1,3,3,0,5,0,0,0,0,16,0,5
BV898_00238,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,1,0,2,0,4,0,6,0,0,0,0,0,0,0,0,0,0
BV898_00239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,47,43,173,53
BV898_00240,12,7,0,0,0,0,0,1,0,1,6,8,9,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,30,373,968,975,3886,1748
BV898_00241,97,42,51,34,7,10,116,4,13,6,22,22,28,1,3,11,20,1,7,13,12,6,0,0,1,0,4,5,3,7,3,7,3,0,0,0,0,0,0,14,1,0
BV898_00242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,0,0,11,0,0,0,12,0
BV898_00245,258,165,247,105,8,37,82,25,41,39,133,74,65,15,14,55,245,20,25,30,36,40,12,16,31,17,15,9,5,8,10,14,4,0,0,0,0,0,0,0,10,0
BV898_00246,55,255,122,33,47,53,24,28,17,35,9,46,4,7,6,7,45,1,18,18,23,19,7,9,16,9,17,6,3,15,2,3,2,0,0,0,15,0,0,0,10,0
BV898_00248,99,180,214,207,139,99,213,57,71,136,197,63,2,18,0,19,115,14,6,90,78,26,23,8,38,2,17,25,4,24,13,29,22,0,0,0,0,0,0,0,0,0
BV898_00249,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24,71,0,0,0,0,0,11
BV898_00250,81,33,14,37,4,25,33,9,20,16,21,0,3,3,8,5,9,3,3,8,15,2,4,2,5,7,13,3,4,5,0,17,2,31,0,0,0,0,0,0,6,0
BV898_00251,43,44,96,125,14,9,134,11,9,23,78,55,49,2,10,46,41,14,20,26,11,14,1,1,10,5,5,14,5,14,8,18,14,0,16,0,0,0,0,0,0,0
BV898_00252,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0
BV898_00253,175,180,132,286,63,42,374,20,36,61,11,13,18,1,7,21,32,7,10,47,41,16,1,3,20,2,3,12,11,28,13,24,12,0,0,0,16,0,0,0,0,5
BV898_00254,271,111,133,204,39,118,224,25,41,66,123,22,0,1,10,5,13,7,3,29,44,10,2,9,24,2,8,6,2,12,3,8,3,24,0,0,0,0,0,0,2,14
BV898_00256,2,3,0,7,23,1,0,3,0,1,16,0,7,0,1,0,0,0,1,1,1,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,82,0
BV898_00260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,0,6,12,26,27,13
BV898_00267,45,93,160,119,53,31,112,15,37,38,20,20,22,4,0,1,15,0,1,25,4,11,3,2,3,1,3,7,7,5,7,11,7,0,0,0,0,0,0,0,7,8
BV898_00269,8,14,2,79,4,7,19,4,8,5,0,0,3,0,3,0,7,1,1,9,6,6,0,3,2,1,2,6,0,4,2,0,5,0,0,0,0,0,0,0,20,0
BV898_00270,0,0,6,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00272,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00276,158,31,349,80,2,1,27,17,41,33,126,69,53,16,45,17,55,26,8,56,38,44,17,13,11,21,29,1,4,6,4,7,3,0,0,19,16,0,0,0,33,38
BV898_00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,63,40,46
BV898_00282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
BV898_00283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,101,13
BV898_00284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,28,54,44
BV898_00285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
BV898_00287,70,103,63,110,5,57,17,17,30,50,73,34,10,3,12,7,7,2,5,17,12,9,6,9,5,2,14,3,3,2,1,11,0,0,0,0,0,0,0,0,0,0
BV898_00288,0,0,0,0,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BV898_00289,39,8,18,35,10,6,4,3,4,4,18,9,1,0,2,15,0,1,1,5,4,1,0,0,1,0,1,4,1,3,1,0,3,0,0,12,0,0,0,7,0,0
BV898_00290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,3,1,5,2,3,0,5,2,0,0,32,0,0,0,0,0,0
BV898_00292,0,0,15,0,0,0,8,0,0,1,1,4,4,0,0,4,4,5,2,2,1,1,0,0,1,0,1,11,7,21,9,2,4,0,0,0,0,0,0,0,8,0
BV898_00295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,22,6
BV898_00296,1,62,23,19,6,52,23,3,9,15,94,26,16,1,10,19,61,3,6,16,12,11,1,6,5,1,0,5,2,6,4,5,5,0,0,0,0,0,0,0,5,0
BV898_00297,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
BV898_00300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
BV898_00301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0
BV898_00302,537,286,518,390,215,317,728,114,200,294,524,114,39,8,18,52,1,12,10,157,178,49,44,44,90,10,17,20,2,13,5,16,17,0,0,0,0,0,0,22,51,19
BV898_00303,81,65,60,90,0,30,64,5,43,65,94,24,22,1,14,9,0,4,1,44,26,35,8,23,24,7,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BV898_00304,47,18,6,28,10,0,86,19,36,34,33,0,8,2,4,1,29,3,6,18,22,9,11,3,12,6,18,4,2,8,3,10,3,30,0,0,0,0,0,0,0,0
BV898_00305,179,143,74,103,58,260,215,40,96,178,296,68,33,6,1,11,123,16,4,106,107,33,26,17,54,9,16,8,5,11,10,26,8,0,0,0,15,0,0,25,4,26
BV898_00306,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,2,0,2,3,1,5,4,0,0,0,0,0,0,0,13,0
BV898_00308,6,0,2,6,0,0,41,0,4,1,24,0,2,1,0,0,0,4,1,4,2,3,1,1,2,0,1,2,0,5,0,1,3,0,18,0,0,10,0,0,49,0
BV898_00311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,16,0,46,23
BV898_00313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,24,41,89,12
BV898_00314,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,1,0,13,12,24,8,21,16,0,0,0,13,18,0,0,0,0
BV898_00315,4,1,30,1,5,0,0,0,2,1,0,3,0,0,1,5,0,1,2,1,2,1,0,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0
BV898_00316,4,0,0,0,6,16,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
BV898_00317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,48,13,178,53
BV898_00318,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0
BV898_00319,80,36,27,58,29,9,110,2,7,17,52,0,0,1,0,2,2,5,3,1,9,6,2,1,4,1,2,6,0,7,1,2,2,39,13,21,6,29,0,46,4,14
BV898_00320,0,0,15,0,0,0,45,1,0,2,0,0,5,0,0,17,0,1,0,2,4,1,0,0,0,5,0,2,1,4,1,3,0,0,0,0,0,0,0,0,0,0
BV898_00321,165,52,57,245,0,53,39,39,47,69,50,52,31,10,13,49,72,2,19,32,24,15,7,14,34,4,4,13,2,10,6,8,3,0,0,0,0,0,0,0,0,0
BV898_00324,40,27,41,26,1,51,44,10,9,9,0,67,24,5,17,25,21,14,14,6,7,2,2,1,3,8,5,14,8,33,16,19,10,0,0,7,0,0,0,0,0,0
BV898_00326,0,26,16,4,0,0,0,0,5,3,48,0,0,0,0,7,0,0,0,3,6,1,2,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
BV898_00328,45,39,71,38,0,13,47,9,40,32,50,8,7,15,11,40,97,15,18,33,28,16,4,5,15,0,1,27,12,32,22,26,16,0,0,0,0,0,0,40,6,0
BV898_00329,12,0,11,22,3,17,18,1,11,5,2,0,0,0,1,4,0,0,2,4,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,37
BV898_00331,166,225,288,298,56,98,417,32,59,83,171,49,44,7,14,63,49,6,1,32,38,14,5,3,18,9,16,13,5,18,5,16,9,27,4,12,38,7,20,28,258,177
BV898_00332,27,87,135,142,0,19,16,9,10,15,6,13,13,0,3,0,9,0,0,4,8,1,0,1,6,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0
BV898_00333,0,4,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,13,22,0,44,93
BV898_00335,13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,6,17,48,78,102
BV898_00336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,0,0,0,0,0
BV898_00340,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BV898_00341,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34,0,17,0,0,0,14,80,7
BV898_00345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
BV898_00346,37,8,36,33,11,125,36,8,12,19,52,79,24,7,4,17,104,17,4,14,16,11,5,6,14,13,12,13,7,27,8,17,7,0,0,0,0,0,0,14,0,3
BV898_00347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
BV898_00348,0,0,0,0,0,0,5,2,3,1,1,10,0,0,0,7,0,0,0,2,2,7,1,0,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
BV898_00354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,5,5,0,7,0,0,0,0,0,17,10
BV898_00355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
BV898_00356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,19,0
BV898_00357,144,42,80,129,53,0,138,15,14,39,112,71,7,13,4,21,84,1,22,15,14,21,7,17,13,6,16,15,10,25,15,12,14,0,0,0,0,0,0,0,13,0
BV898_00358,558,845,182,1054,247,235,1476,97,174,273,193,169,63,14,5,79,191,13,20,175,101,27,16,15,37,8,18,20,7,16,5,16,5,0,0,75,31,30,0,15,194,94
BV898_00359,0,5,0,5,0,0,20,0,3,0,0,30,0,0,0,3,0,1,0,1,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7
BV898_00362,25,0,0,24,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BV898_00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
BV898_00364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
BV898_00365,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,15,0
BV898_00368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,12,0,15,0
BV898_00370,19,67,12,81,26,0,134,11,15,32,10,0,5,6,5,4,0,3,4,20,10,9,5,2,9,5,1,12,7,11,0,18,4,0,0,0,0,18,0,0,9,14
BV898_00371,55,28,14,142,49,0,150,4,22,22,12,0,9,3,2,2,49,8,1,6,7,2,7,2,1,4,3,9,3,6,4,7,11,0,0,0,0,0,21,0,0,19
BV898_00373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00375,1,14,2,22,3,0,7,0,4,4,10,1,12,0,4,0,2,0,0,2,0,0,0,0,0,0,0,4,1,6,2,3,4,0,0,19,0,0,0,0,1,0
BV898_00376,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,13,11,5,16
BV898_00377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,26,0,0
BV898_00379,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0
BV898_00380,61,56,25,66,0,31,112,1,18,7,78,28,43,1,10,18,3,8,3,24,11,7,0,4,7,1,1,3,4,5,4,4,2,0,0,0,0,0,0,0,9,6
BV898_00381,45,40,29,79,22,34,72,2,7,11,71,21,36,7,6,25,104,3,6,16,10,6,0,0,3,2,0,10,4,13,5,21,9,0,0,0,0,0,0,0,3,0
BV898_00382,257,107,274,41,40,112,20,7,94,122,133,6,17,5,0,0,61,5,27,40,30,9,9,5,4,1,9,48,71,163,57,299,56,27,0,0,0,24,0,0,110,24
BV898_00387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
BV898_00389,0,0,0,0,3,0,5,0,1,1,0,0,0,2,2,0,0,5,0,0,2,0,0,0,0,0,1,2,3,8,0,2,3,0,0,0,0,0,0,0,0,0
BV898_00392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,10,0,0,0,0,0,0,0,28,0
BV898_00395,12,36,0,7,0,0,6,1,2,6,0,4,2,0,1,0,0,0,0,3,5,0,0,0,2,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0
BV898_00396,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,0,0,0,0,0,0,46,20,40
BV898_00397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,1,0,0,0,1,0,15,3,0,0,19,6,0,16,21,34,17
BV898_00398,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
BV898_00400,0,1,0,5,0,17,0,9,4,15,0,0,0,0,0,0,0,0,0,4,5,0,3,0,3,3,0,0,1,4,0,0,0,0,0,0,0,18,17,27,124,0
BV898_00401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,9
BV898_00404,0,0,0,0,10,6,2,4,1,2,0,0,0,0,0,19,0,0,0,1,3,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,15,0
BV898_00406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,84,85,85,0,46,17,98,179
BV898_00407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,22,0,0,0
BV898_00412,0,1,27,50,50,0,0,0,3,13,32,0,27,0,0,0,1,0,0,12,5,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,27,74,55,319,114
BV898_00413,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00415,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
BV898_00416,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7,1,0,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,12,0,0,11,0,0
BV898_00417,36,12,21,71,8,47,47,14,20,23,64,0,0,0,1,5,0,1,1,6,9,10,1,3,6,1,3,0,2,2,0,5,4,0,0,0,0,0,0,0,0,0
BV898_00418,76,23,124,102,12,83,70,20,42,72,70,55,12,2,4,13,102,6,11,42,36,23,7,5,14,7,6,9,8,13,5,24,6,0,0,25,0,0,0,0,5,0
BV898_00420,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,13,1,29,7,104,124,50,20,0,0,68,5,13
BV898_00421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,3,1,3,2,0,0,0,0,0,0,0,42,24
BV898_00423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,30,0,0,68,25,37,4,35,8
BV898_00424,259,163,212,116,82,60,185,36,56,85,112,2,7,1,42,49,108,69,12,55,44,17,21,20,22,11,11,91,20,74,27,85,46,0,0,21,0,26,33,94,222,145
BV898_00425,207,113,199,207,101,134,244,55,130,208,182,61,77,18,29,43,124,16,32,106,104,46,18,21,39,18,48,61,42,102,31,105,81,0,0,28,0,26,37,64,180,24
BV898_00426,3,26,67,38,32,52,127,15,18,36,13,31,0,2,7,11,1,2,7,26,12,14,4,10,6,11,6,5,6,8,4,6,2,0,0,0,0,0,10,0,10,6
BV898_00427,78,79,96,70,23,230,132,10,74,49,314,43,38,2,8,18,98,2,2,61,59,36,50,30,43,26,24,11,1,9,5,9,8,36,26,0,0,0,0,0,34,0
BV898_00431,21,0,0,8,0,0,41,2,5,5,0,32,13,1,3,13,0,2,0,2,4,5,0,0,2,1,1,0,1,7,2,5,5,0,0,0,0,0,0,0,5,7
BV898_00432,31,16,2,25,26,0,43,2,9,5,4,0,17,0,0,5,1,0,0,4,3,2,4,1,1,0,2,0,0,6,0,1,1,0,0,0,0,0,0,0,26,19
BV898_00434,0,0,2,0,0,24,0,0,3,0,16,0,32,7,49,34,14,42,0,2,7,8,8,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_00435,36,0,7,16,0,2,6,0,0,1,0,0,0,0,0,0,6,1,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BV898_00436,0,0,0,0,0,0,0,0,2,0,8,0,0,0,25,0,0,14,0,1,0,0,0,1,1,0,2,2,1,0,0,1,0,0,0,0,0,66,47,19,5,0
BV898_00437,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
