,0h,1·8h,3·6h,9·1h,10·9h,12·7h,14·5h,16·3h,18·1h,21·8h,29·0h,30·9h,32·7h,36·3h,38·1h,41·7h,43·6h,52·6h,54·4h,56·3h,70·8h,72·6h,74·4h,79·9h,83·5h,87·1h,94·4h,96·2h,98·0h
BV898_01903,27.52863408,41.07855988633333,61.71849096666667,53.22137866,45.03276708,31.72092627,18.256375716333334,7.560089209,12.11442804,38.17872223,46.25602706666667,21.74008134,0.0,11.76789013,45.586396161500005,21.81881655,10.615120772000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.70789922,0.0
BV898_01910,73.98320409,53.204058486666675,23.418254143333332,19.80330369,39.524642955,28.778910815,25.715733126666667,7.560089209,38.48560928,0.0,33.116902413333335,14.780436613333334,11.26671699,11.76789013,15.538687445,21.81881655,45.164547124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51900844,16.06184883,0.0
BV898_01912,77.42428335,109.75267364333335,135.6327165033333,12.3770648,107.07336520499999,77.831307925,104.36484045666667,23.76028037,7.268656825,22.90723334,106.64771437,113.42327027666666,79.9808245,105.9110112,47.973416125,43.63763309,72.195782358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.91145268,0.0,12.15757432
BV898_01914,197.8620575,140.87462524333333,118.17868587333332,39.60660737,57.077864325,53.848882259999996,8.934102823333333,23.76028037,35.922443445,38.17872223,51.78641549666667,26.375430819,16.900075485,58.83945067,66.835094995,94.54820504,131.70293838,0.0,0.0,0.0,0.0,202.8217577,0.0,172.5420841,0.0,38.219924400000004,322.7598614,519.333112,170.2060405
BV898_01915,149.6869478,197.33789435833333,120.29177133666667,170.8034943,95.391718715,61.58738285,96.42007474333333,143.641695,63.78562794,61.08595558,98.96298060666668,118.87781029,87.14470523,70.60734081,99.035830785,130.9128993,166.91197294,0.0,0.0,307.66175635,120.529365,0.0,217.6893162,0.0,78.19642943,45.38207763333333,171.9622212,42.83159687,97.26059457
BV898_01927,44.73403038,16.748780030166667,22.357212386666664,14.85247776,53.990888955,67.1507919,45.80594346066667,9.720114697,8.48009963,15.27148889,12.08815104,7.390218306666667,27.95843413,0.0,12.449688906999999,65.45644964,41.22930874,0.0,0.0,0.0,152.670529,0.0,0.0,0.0,0.0,0.0,0.0,10.70789922,27.35454222
BV898_01928,122.1583137,106.29760474,84.01741396,195.5576239,5.26596641,53.848882259999996,63.613316489999995,38.88045879,74.39852226,22.90723334,53.13088889666667,79.23668770666667,46.38903187,94.14312108,23.07403831,29.0917554,48.597652896,0.0,164.9358583,0.0,0.0,0.0,0.0,0.0,0.0,47.35521143333333,10.58229054,0.0,0.0
BV898_01941,10.32323778,54.825798849499996,25.995111466666668,63.1230305,62.10124465,15.477001175,25.349864652666668,55.08064995,51.310968894999995,30.54297779,40.61522241,12.21987627,0.0,0.0,6.739677543499999,43.63763309,62.88907787799999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.58229054,0.0,0.0
BV898_01946,0.0,19.706757861666667,52.736443693333335,97.77881195,7.62646864,14.389455405,34.26416202666667,7.560089209,3.6343284125,0.0,39.51160081,119.85158630000001,87.76978029,23.53578027,13.479355089999999,654.5644964,394.03836881999996,232.9347561,135.4312871,0.0,0.0,0.0,76.48543541,237.2453656,138.347529,175.6481051333333,174.6077939,160.6184883,115.496956
BV898_01953,84.30644187,35.92141939333333,58.71023386666667,22.27871665,10.53193282,4.7964851355,12.403010436333332,0.0,11.974147815,7.635744447,35.65922425333333,44.60989141666667,13.00559759,23.53578027,20.21903263,14.5458777,19.333177079800002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.9670372,184.7545624333333,0.0,0.0,0.0
BV898_01956,61.93942668,88.90304191333333,141.99896705666666,60.64761754,57.0172178,102.13435545499999,24.646096352666664,86.40101953,155.8648115,137.4434,88.05086862,72.27704297666666,55.2917932,47.07156054,166.33891147999998,50.91057194,144.70659664,0.0,0.0,0.0,80.35290998,0.0,52.95145528,0.0,0.0,0.0,0.0,139.2026898,79.02423309
BV898_01958,34.4107926,44.88469711333334,31.708181359999998,6.188532402,30.021987515,4.7964851355,11.857411990000001,0.0,7.268656825,0.0,37.15236252666667,25.763789759999998,5.633358495,23.53578027,18.3936931265,7.272938849,18.061122109799996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.43332938
BV898_01981,6.88215852,25.154720440000002,54.260636616666666,21.04101017,20.9425725935,25.069971445,17.708281132,35.64042056,17.746036165,99.26467781,28.249760966666667,62.131955850000004,83.66694405,70.60734081,126.55622144,65.45644964,57.81136222599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5189465,0.0,128.4947906,0.0
BV898_01983,12.04377741,5.2623222531666665,17.455840663333333,1.23770648,89.399279185,944.53053095,488.55918920000005,122.0414401,152.3707633,7.635744447,17.082147969999998,55.31142197333333,144.592095765,152.9825718,61.920756925,2196.427532,1843.1984862000002,332.7639373,0.0,0.0,329.4469309,0.0,0.0,0.0,0.0,59.06715586666667,177.2533665,305.1751277,0.0
BV898_01990,56.77780779,93.18517396066666,54.05520639666667,50.7459657,1.08949552,25.069971445,27.52803995133333,12.96015293,21.805970475,76.35744447,36.48911554,28.93599116333333,5.633358495,0.0,17.36402695,36.36469425,68.81871539400001,0.0,103.84850335,0.0,144.635238,0.0,0.0,0.0,270.679948,0.0,55.55702532,117.7868914,0.0
BV898_01991,418.0911301,278.24143495000004,246.58670556666664,206.6969822,110.52379131000001,126.11678115,191.38595099333335,91.80108325,267.98216705,91.62893336,242.37687106666667,217.1968647333333,229.99792044999998,152.9825718,181.17562035,167.2775935,112.669674732,0.0,86.18354635,349.38607875,136.599947,0.0,205.9223261,215.6776051,60.15109956,154.53624726666666,29.10129898,0.0,60.7878716
BV898_01994,27.52863408,46.44214485333334,48.53019136333334,45.79513977,1.08949552,20.2734863105,29.519706006666667,57.24067544,29.930604315500002,7.635744447,49.977968049999994,9.756470166666666,11.26671699,11.76789013,25.133370675,36.36469425,20.264420532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_01995,220.2290726,225.85645174,242.59188213333334,200.5084498,139.39649355,47.197927445,119.75168862999999,106.9212617,80.61031217499999,68.72170002,172.74929356666667,231.67259766666666,389.26248054999996,176.518352,78.021124835,72.72938849,32.5550054078,0.0,32.831827175,190.7790143,0.0,0.0,0.0,0.0,0.0,79.91438736666667,0.0,0.0,79.02423309
BV898_01996,4036.385972,3078.202550833333,1752.5917396666666,1393.657497,696.1295610999999,71.50097497,221.71701886333332,31.32036958,131.56105005,30.54297779,1044.7270862666667,349.5119989666667,256.842549,82.37523094,158.8035606,0.0,6.8439182958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.58229054,16.06184883,3.03939358
BV898_01997,134.2020911,123.58695689833336,77.09916083333333,64.36073698,307.177518475,108.78531028,53.27629862333333,29.16034409,114.37613481,76.35744447,117.22474771666667,89.65999654,48.336270825,105.9110112,70.48577397,130.9128993,73.378190192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51900844,0.0,0.0
BV898_01998,103.2323778,142.24052658333335,191.68205093333336,133.6722999,54.354339715,77.064384025,67.17210526,0.0,23.94829563,61.08595558,118.60721987333334,105.66731616666668,115.93657279,176.518352,62.48243739,94.54820504,82.245617794,0.0,0.0,0.0,0.0,228.1744774,0.0,0.0,0.0,0.0,15.87343581,0.0,130.6939239
BV898_02000,55.05726816,156.86436296,104.29345687666667,147.2870712,50.601109345,35.7504874905,33.04769156333333,31.32036958,20.954758675,7.635744447,76.44109096333334,41.01675657333333,29.697314730000002,35.3036704,21.24869881,36.36469425,3.88341974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_02005,295.9328164,397.64868095,496.4431738333333,125.0083545,262.38862265,472.62051815,387.0942117666666,262.4430968,268.25319705000004,244.3438223,375.28510516666665,431.95903903333334,245.36747365,317.7330336,258.72875945,305.4634317,268.83702991999996,0.0,61.55967595,313.73443805,0.0,0.0,205.9223261,0.0,138.347529,88.79102146666666,0.0,69.60134491,0.0
BV898_02014,68.8215852,67.22029125833333,120.87331126666668,49.50825922,35.953780540000004,25.069971445,58.671788876666675,76.68090483,25.445064105,30.54297779,73.32616889,26.666893543333334,18.638956085,11.76789013,27.988376355,29.0917554,43.312641916000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.87343581,0.0,0.0
BV898_02015,55.05726816,238.7776674015,112.18870965333333,102.7296379,408.0201419,17.33147086,155.48283592666667,113.4013381,70.76419386,53.45021113,78.23130909666666,43.38300843666667,13.00559759,23.53578027,61.920756925,130.9128993,151.83536594000003,0.0,140.5009163,213.90984415,0.0,0.0,0.0,161.7582038,0.0,94.71042286666666,367.7345962,101.7250426,261.3878479
BV898_02016,29.24917371,0.0,1.1295184976666668,0.0,0.0,38.69250294,30.661849970000002,0.0,0.0,0.0,1.6217838,0.0,14.744478195,23.53578027,119.39516153150001,2065.514633,1137.15534824,0.0,0.0,627.26437515,0.0,291.5562767,264.7572764,0.0,433.0879168,558.2180519666666,957.6972936,1317.071604,142.8514983
BV898_02028,91.18860039,556.4038696700001,520.8837697333333,56.9344981,370.73599325000004,92.541385185,121.31138756,129.6015293,35.061701205,259.6153112,188.2099076333333,200.38359560000004,119.20597565,94.14312108,133.997877535,487.2869029,324.87602363999997,654.4357433,196.99096305,437.2019078,0.0,595.7889133,0.0,776.4393784,0.0,423.72149399999995,0.0,0.0,97.26059457
BV898_02030,79.14482298,101.86293578,99.24913297333335,74.26238882,106.16580926,109.872856055,149.9723283666667,145.8017205,66.49383922,206.1651001,76.22179868,111.44203452333333,66.55851019,164.7504619,128.84954664999998,116.3670216,91.723332468,0.0,0.0,0.0,0.0,0.0,52.95145528,0.0,0.0,0.0,0.0,0.0,6.07878716
BV898_02031,86.0269815,162.5359094833333,121.17075694666666,183.1805591,69.12296157,78.91885371000001,40.711238263333335,65.88077739,8.98061086,68.72170002,119.93371387333332,82.31173486,14.952836538000001,47.07156054,58.036085065,94.54820504,186.63839702,0.0,116.06597435,0.0,0.0,0.0,0.0,0.0,0.0,41.728858699999996,84.65832429,160.6184883,30.3939358
BV898_02033,233.9933897,26.537275112166668,59.95933048333334,27.22954257,25.361201195,12.5349857255,12.254051343999999,0.0,13.47091629,15.27148889,48.669703379999994,43.285854193333336,18.638956085,0.0,15.538687445,29.0917554,32.714483826000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.78488849,69.60134491,0.0
BV898_02034,17.2053963,18.737107994333332,45.76827851666667,71.78697586,15.25293728,47.197927445,49.66092805333333,79.92094307,25.655484445,0.0,56.15158412333333,24.300641683333335,27.95843413,47.07156054,34.728053895,43.63763309,94.42174779199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.4684086,0.0,7.936717903,0.0,21.27575506
BV898_02036,0.0,31.539268921833337,15.258092398333334,616.3778272,2151.0400305,3399.17411353,310.23136999999997,36.7204333,22.376621818500002,0.0,477.50761816666665,465.87947848000005,1838.5171719999998,247.1256928,15.538687445,50.91057194,25.3603286198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_02040,0.0,7.648238846666666,48.41780126,0.0,19.61091936,29.866456579999998,52.445872826666665,10.80012744,0.0,38.17872223,25.79987592666667,36.22905523,52.230748715000004,58.83945067,80.87613052,65.45644964,90.67475914999999,0.0,0.0,149.7368909,0.0,0.0,88.25242547,0.0,222.5590684,122.17833643000002,161.3799307,0.0,36.47272296
BV898_02046,130.7610119,176.9784305733333,84.44881373333334,22.27871665,6.53697312,7.73850059,13.667593412666667,25.92030586,0.0,15.27148889,28.436424613333333,24.634061023333334,5.633358495,11.76789013,29.018042535,72.72938849,68.786475188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3939358
BV898_02047,311.417673,434.09139851333333,530.6380071,344.0824015,154.9505215735,316.1217169,225.76222906333336,144.7217077,147.3241022125,313.0655223,423.4346064333333,521.9883722666667,235.63127895,588.3945067,152.71925825,785.4773957,276.32010458,732.080662,158.8271228,561.79492645,200.882275,329.5853563,0.0,172.5420841,0.0,402.0525043333334,97.88618747,42.83159687,0.0
BV898_02050,106.6734571,116.56934729499999,84.43862637333334,28.46724905,25.664005435,22.127955995,69.95957849333332,57.24067544,73.40703026,61.08595558,80.60698665,68.44764305666666,64.81962960999999,58.83945067,67.396775435,123.6399604,113.12482288199999,0.0,0.0,158.9825119,297.3057669,0.0,100.0194155,140.1904433,0.0,115.78707016666665,13.22786317,16.06184883,0.0
BV898_02061,180.6566612,240.26971731333333,169.07249563333335,144.8116582,77.415256825,70.09280734,34.603848836666664,63.7207519,3.6343284125,68.72170002,86.61216837666666,43.813582016666665,57.86410721,58.83945067,15.304694587,43.63763309,37.949399475999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.18180741
BV898_02066,5.16161889,43.53512440116666,152.39943643333334,53.22137866,42.49075366,264.00162415,107.54041910333335,162.0019116,112.96380212,251.9795667,161.65409806666668,334.67615993333334,307.54277545,258.893583,218.85237469999998,174.5505324,81.6788853898,0.0,0.0,222.5755167,0.0,0.0,0.0,0.0,0.0,53.274612866666665,0.0,0.0,0.0
BV898_02067,560.8959194,445.0281566333333,341.6193989,383.6890089,257.1222279,227.16359085,285.47001900000004,196.5623194,144.3864097,106.9004223,357.1050346,285.90948853333333,352.19292674999997,364.8045942,217.16733325,269.0987374,308.74968124000003,0.0,0.0,0.0,8.035290998,0.0,52.95145528,0.0,0.0,35.51640856666666,216.936956,80.30924413,1319.096814
BV898_02069,6.88215852,23.602725508333332,51.73788001,0.0,1.08949552,40.546972625,62.13432027333334,29.16034409,3.6343284125,15.27148889,30.572790526666665,64.55340533666667,31.436195335,47.07156054,51.858087985,109.0940827,45.262456092,0.0,0.0,0.0,56.24703699,0.0,0.0,150.9743236,0.0,0.0,0.0,48.18554648,79.02423309
BV898_02094,8.60269815,7.140817723333332,7.4067529683333335,0.0,21.06386564,7.73850059,19.23113906,7.560089209,0.0,15.27148889,23.21955531333333,18.943255893333333,7.372239095,0.0,38.84671862,87.27526619,56.745132588000004,0.0,0.0,0.0,0.0,190.1453978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_02095,43.01349075,49.279223083333335,67.81785792666666,0.0,0.0,7.73850059,7.211677146666666,0.0,7.553982497,61.08595558,65.88228692333333,24.203487440000004,9.319478043,70.60734081,52.326073705,65.45644964,85.274779416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.53949609,54.70908444
BV898_02105,12.04377741,12.722636471500001,20.598051905000002,7.426238882,30.566521084999998,30.954002355,15.573999866666668,15.12017842,24.228856085,0.0,13.398205756666664,7.390218306666667,16.900075485,35.3036704,11.654015585,29.0917554,26.562096915999994,0.0,0.0,0.0,0.0,0.0,41.18446522,0.0,0.0,0.0,0.0,0.0,0.0
BV898_02152,24.08755482,79.70504199166668,100.76494854999999,79.21321474,72.81511703000001,26.924441135000002,28.886351818666668,0.0,0.0,61.08595558,99.60620825,40.780491473333335,11.058358645,58.83945067,46.382069480000006,65.45644964,45.17946834199999,0.0,123.1193519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16458107,0.0,0.0
BV898_02153,10.32323778,20.238197906666667,30.83219512566667,0.0,33.3506922165,36.517411405,22.259916346666667,9.720114697,7.268656825,7.635744447,12.7893968,17.146688476666668,0.0,82.37523094,25.133370675,14.5458777,33.564739558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.936717903,58.89344569,0.0
BV898_02164,53.33672853,80.174913705,68.37783382,29.70495553,37.527163105,37.60495717,19.505371723333333,46.440548,25.084833100500003,38.17872223,47.359648666666665,19.276675236666666,5.633358495,23.53578027,14.5090212665,21.81881655,15.389834396000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_02165,12.04377741,44.0961166715,149.96971997333333,24.75412961,12.6502773365,4.7964851355,14.633887468666666,0.0,8.98061086,30.54297779,40.729218726666666,68.81337885666666,39.225151125000004,11.76789013,19.18936645,0.0,15.036460154599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.936717903,0.0,0.0
BV898_02173,46.45457001,89.60568447316666,63.15564244333333,43.31972681,18.33991265,23.98242568,21.46238683333333,31.32036958,27.36743848,0.0,47.747375293333334,57.87198233,26.219553533,0.0,30.0477087115,29.0917554,38.04088928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0878598
BV898_02174,110.1145363,102.05092347166665,153.04780777,43.31972681,41.58276933,136.7972972,89.52575051000001,74.52087935,122.07992798499998,145.0791445,132.53132674,151.69479818,124.83933415,164.7504619,166.90059195,298.1904928,270.72442302,0.0,168.26311425,0.0,0.0,0.0,0.0,0.0,138.347529,0.0,0.0,0.0,0.0
BV898_02175,13.76431704,37.18003966366666,24.920883023333335,39.60660737,16.5845905135,25.069971445,51.05389087433334,15.12017842,41.90951735,15.27148889,43.80435198,23.633803,20.37783669,70.60734081,7.769343725,29.0917554,47.200619148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54327476666666,23.81015371,0.0,0.0
BV898_02178,132.4815515,66.80832044499999,15.381859192333332,0.0,31.59537008,15.477001175,17.612056098,71.28084111,2.708211281,7.635744447,11.038967470000001,4.926812203333333,11.058358645,0.0,3.884671862,0.0,9.601245893800002,0.0,36.93580557,0.0,0.0,0.0,105.9029106,0.0,0.0,0.0,129.6330591,74.95529452,0.0
BV898_02179,376.798179,233.65101686666665,137.89056413333336,94.06569251,248.16539115,164.168040375,101.62486962666667,20.52024214,44.823383755,45.81446668,115.86025496666667,124.65252863333335,85.197466285,94.14312108,88.411481385,109.0940827,64.657934896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.21153939,0.0,44.97473478,53.53949609,0.0
BV898_02184,51.6161889,130.08883137333333,68.24206968666667,116.3444092,80.80503642,179.96566339999998,100.54426742,12.96015293,24.228856085,7.635744447,93.30036657,71.65216092333333,125.04769248,58.83945067,51.062414665,43.63763309,38.31912348,0.0,0.0,0.0,0.0,0.0,0.0,32.35164077,0.0,55.5926173,13.22786317,48.18554648,69.90605234
BV898_02186,282.1684993,364.3177675666666,312.8334579,337.8938691,401.66382315,125.34985725499999,104.97771442666665,29.16034409,27.437578600000002,83.99318892,196.0379361,148.32828826666665,138.053290075,141.2146816,99.035830785,181.8234712,124.499919224,0.0,0.0,0.0,361.5880949,0.0,0.0,0.0,0.0,0.0,34.39244424,0.0,0.0
BV898_02187,0.0,16.515038675,23.486730883333333,19.80330369,3.5106442735,20.2734863105,22.62362709333333,10.80012744,44.687868745,38.17872223,34.51760388333334,19.415786093333335,24.063956235,82.37523094,23.07403831,58.18351079,78.55829549799999,543.5144309,65.66365435,135.13513515,0.0,0.0,129.4368907,0.0,0.0,31.57014096,84.65832429,74.95529452,0.0
BV898_02188,0.0,35.91228645183334,41.51092480333333,54.45908514,38.072125055,9.59297027,24.51272423266667,10.80012744,44.903054305,15.27148889,41.131594566666664,40.48902875,40.964031725,47.07156054,73.34077965,72.72938849,39.343975004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.19824416666667,0.0,0.0,45.5909037
BV898_02189,130.7610119,129.76022528666667,132.12339356666666,159.664136,46.182909125,20.2734863105,17.944995966666667,0.0,23.01741328,22.90723334,93.96898368000001,65.68313406666667,76.29470495,35.3036704,38.378732895,14.5458777,14.080942433999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.87343581,0.0,57.74847802
BV898_02191,104.9529174,155.94289443,278.86923886666665,73.02468234,160.09648005,161.10034475,151.65797770000003,143.641695,127.2859302,99.26467781,253.38915873333335,311.98381646666667,201.41441122999998,211.8220224,135.027543705,109.0940827,60.68417438,0.0,0.0,15.89825119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_02192,154.8485667,109.62287193316668,197.3356421,153.4756036,120.81399479999999,96.25032458999999,124.92783798999999,51.84061172,59.435602735,160.3506334,221.40101753333332,75.35209013000001,48.54462917,105.9110112,127.7261857,327.2822482,297.29064166,0.0,0.0,0.0,0.0,380.2907957,0.0,0.0,0.0,70.6180686,140.2153496,240.9277324,51.66969086
BV898_02195,130.7610119,229.67830113333335,211.17395836666665,7.426238882,285.57040445,62.674928619999996,75.63244001,47.52056074,25.440298885,83.99318892,148.05482930000002,121.15654805333334,78.033585555,23.53578027,76.42977820499999,87.27526619,68.408290564,0.0,0.0,166.9316375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_02199,98.07075891,66.38345972,56.88559598333333,54.45908514,5.26596641,28.0119869005,21.151007082666666,4.320050977,20.80971323,91.62893336,65.66120459333332,22.17065492,14.744478195,82.37523094,75.40011204,167.2775935,161.368505,255.1190186,0.0,0.0,377.6586769,0.0,0.0,0.0,0.0,0.0,95.24061483,0.0,24.31514864
BV898_02202,0.0,0.0,6.592055461666667,0.0,0.0,28.0119869005,47.81322881333333,48.60057349,16.96019926,68.72170002,31.45711984,57.635717226666664,16.900075485,141.2146816,68.192448755,72.72938849,80.829958484,0.0,127.2233303,285.2131255,0.0,0.0,235.3398013,0.0,0.0,43.40894383333333,79.36717903,165.9724379,0.0
BV898_02206,185.81828,80.54032982,62.59447719666667,30.94266201,75.8410174865,22.127955995,40.035744701999995,23.76028037,112.6641808,7.635744447,67.63450629333333,49.300438523333334,26.011195185,47.07156054,26.958710170000003,50.91057194,66.131001126,0.0,0.0,0.0,0.0,0.0,0.0,10.78388026,0.0,54.56850756666666,0.0,32.12369765,18.23636148
BV898_02207,15.48485667,4.536213487,1.4443394889999999,18.56559721,4.6001397935,7.73850059,13.111029539999999,155.5218352,36.343284125,305.4297779,12.9742704,0.0,3.686119548,23.53578027,341.66422235,174.5505324,85.73254223580001,0.0,0.0,0.0,0.0,177.469038,353.0097019,431.3552102,1353.39974,3876.1487316666667,4320.220112,4743.599353,4495.263105
BV898_02208,89.46806076,103.46222812166667,170.06489603333333,118.8198221,38.919462865,133.40897967,73.66304321666667,42.12049702,81.176198305,53.45021113,120.69118768999999,103.76395435,89.09194417500001,141.2146816,111.157832085,152.7317158,176.36628566,0.0,0.0,0.0,128.564656,0.0,0.0,129.4065631,132.332419,131.31335183333334,259.2661182,299.8211781,230.9939121
BV898_02209,203.0236763,283.63138589999994,244.8816458,238.8773507,398.75878739999996,251.78726025,284.4613118,249.4829439,212.8727634,259.6153112,235.62936443333334,151.79195241333332,57.447390514999995,129.4467915,270.75706605,261.8257986,273.37119948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3090343,142.8609222,26.76974804,325.2151131
BV898_02210,156.5691063,131.49799379833334,132.85342828333333,69.3115629,149.86735149999998,118.6989024,94.85544816999999,101.521198,88.51023005,114.5361667,120.66937829999999,116.83173676333332,100.358661165,94.14312108,56.538433170000005,7.272938849,2.757327598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_02213,101.5118382,114.83348439833333,151.95784933333334,163.3772554,89.88445134999999,91.45383944,73.07817229266666,29.16034409,24.373901525,0.0,98.54058541,129.19432475333332,113.78097548,23.53578027,25.133370675,43.63763309,85.60665314199998,0.0,103.84850335,0.0,0.0,0.0,141.2038808,0.0,0.0,227.30653743333335,145.5064949,21.41579843,0.0
BV898_02214,189.2593593,170.15290281833333,60.27715081333333,178.2297332,117.30249377,33.57539595,25.965538792,119.8814146,70.203072945,53.45021113,108.11571302666668,45.13761923999999,16.69171714,11.76789013,35.757720075,72.72938849,109.491816264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.84817059,37.47764726,36.47272296
BV898_02216,455.943002,392.3476349166667,326.9067417333333,137.3854193,239.0859762,149.33228294999998,222.87363756666664,103.6812234,158.71806825,137.4434,179.40665316666664,259.5760143333333,168.44769366999998,211.8220224,224.0007056,240.006982,414.24364363999996,255.1190186,90.28752475,23.84737679,0.0,0.0,17.65048509,0.0,0.0,0.0,89.94946956,42.83159687,136.7727111
BV898_02217,58.49834742,131.62132010666667,51.238003496666664,99.01651843,75.4784235,33.57539595,17.644952379333336,10.80012744,13.325870845,0.0,37.05992572666667,28.032887380000002,27.750075785,11.76789013,27.988376355,36.36469425,61.59407744799999,0.0,0.0,0.0,0.0,0.0,0.0,118.6226828,0.0,0.0,0.0,0.0,0.0
BV898_02219,579.8218553,710.2873014,1079.0585311666666,1069.378399,1518.5808124,1751.8867245000001,1166.4910174666666,557.286576,1011.6357503,969.7395448,790.7959950666667,1489.7181959999998,1651.0138055,4895.442296,1749.8349587500002,3381.916565,4989.450038000001,12656.12175,7551.2470935,5503.1818155,5118.480366,7250.877838,1729.747539,7009.522166,6508.348973,12550.995059333334,6029.260033,3041.043378,1285.663484
BV898_02221,41.29295112,40.30308866166667,66.36333108666666,16.09018424,80.44201407,12.5349857255,11.695362069333333,0.0,19.668410537,15.27148889,41.70419479666666,33.293118926666665,46.805748564999995,58.83945067,34.728053895,43.63763309,20.545665430000003,0.0,0.0,0.0,0.0,0.0,5.883495031,0.0,132.332419,48.14868313333333,0.0,0.0,0.0
BV898_02224,160.0101856,564.4170760833334,361.3023605,767.3780178,634.69842685,438.5295587,536.9140071,383.4045242,152.576418415,419.9659446,321.0580837333333,464.5756791333333,603.6104756,682.5376278,398.34295364999997,1069.122011,850.59277836,0.0,1183.6357049,1604.9724755000002,867.8114278,240.8508373,447.1456224,204.8937249,318.8008277,498.42997906666665,492.07651,572.8726081,486.3029728
BV898_02225,0.0,1.973928355,17.643895523333335,32.18036849,32.6848656,0.0,0.0,7.560089209,0.0,0.0,67.31740707666667,73.97645616333334,173.38396325000002,0.0,7.769343725,14.5458777,7.135170602,0.0,168.26311425,0.0,0.0,0.0,100.0194155,161.7582038,102.2568693,0.0,15.87343581,58.89344569,0.0
BV898_02229,116.9966948,74.264596115,58.514990993333335,17.32789073,33.290474075,9.59297027,9.170817659999999,8.640101953,13.325870845,7.635744447,40.21105652333333,17.146688476666668,14.952836538000001,35.3036704,11.654015585,0.0,11.028954072599998,0.0,0.0,0.0,0.0,0.0,41.18446522,0.0,0.0,0.0,0.0,0.0,45.5909037
BV898_02230,137.6431704,144.90315928333334,220.21848369999998,107.6804638,57.077864325,75.209914345,49.27522181,100.4411852,32.42839526,91.62893336,87.53449646333333,154.05140989666666,135.27261772,94.14312108,62.48243739,109.0940827,117.31227561400001,0.0,0.0,0.0,0.0,228.1744774,35.30097019,0.0,210.5288485,9.86566905,55.55702532,0.0,151.969679
BV898_02231,330.343609,309.87842966666665,198.20681903333335,240.1150572,71.05979489500001,75.976838265,92.51097217233333,20.52024214,112.31348023499999,76.35744447,188.1210509,92.65113048333335,96.46418327500001,70.60734081,68.426441615,130.9128993,145.77181448000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.09912209,74.07603376,471.1475656,164.1272533
BV898_02233,39.57241149,131.42675341999998,126.45961504999998,53.22137866,38.919462865,54.936428035,36.36551468133333,24.84029312,118.81059578,53.45021113,107.01567153666666,73.68499343,74.347466005,105.9110112,69.22211493500001,21.81881655,72.409673374,0.0,0.0,0.0,0.0,278.8799168,0.0,0.0,0.0,0.0,13.22786317,0.0,27.35454222
